,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"bad guy","Billie Eilish",390497,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",370763,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,"Talk (feat. Disclosure)",Khalid,275909,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
4,Homicide,Logic,264890,https://open.spotify.com/track/0Lw6aQcBFWTQ9m4MSwwwes
5,"Old Town Road","Lil Nas X",233437,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
6,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",228577,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
7,"If I Can't Have You","Shawn Mendes",225693,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
8,"3 Nights","Dominic Fike",220515,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
9,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",213095,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10,Sucker,"Jonas Brothers",191383,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
11,"wish you were gay","Billie Eilish",184563,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
12,SOS,Avicii,180249,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
13,Wow.,"Post Malone",175526,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
14,"Someone You Loved","Lewis Capaldi",168507,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
15,"when the party's over","Billie Eilish",163224,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
16,"bury a friend","Billie Eilish",158615,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
17,"Saturday Nights",Khalid,157450,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
18,Earth,"Lil Dicky",154352,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
19,"i'm so tired...",Lauv,149945,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
20,Better,Khalid,141425,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
21,Shallow,"Lady Gaga",138177,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
22,"Walk Me Home",P!nk,133485,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
